,distance_face_baseline,distance_face_kde,distance_face_eps,distance_bayesace_nf_v0,distance_bayesace_clg_v0,time_face_baseline,time_face_kde,time_face_eps,time_bayesace_nf_v0,time_bayesace_clg_v0
0,3.746849433271837,3.746849420175078,3.873064265903874,3.5249615539629873,3.8027524757951845,0.5571229457855225,0.30075502395629883,0.013631820678710938,13.260383367538452,6.058512926101685
