,distance_face_baseline,distance_face_kde,distance_face_eps,distance_bayesace_nf_v0,distance_bayesace_clg_v0,time_face_baseline,time_face_kde,time_face_eps,time_bayesace_nf_v0,time_bayesace_clg_v0
0,3.746849433271837,3.746849420175078,3.873064265903874,3.535742915771916,3.8027524757951845,0.5773005485534668,0.31986451148986816,0.012271881103515625,13.890217304229736,6.288484573364258
