,0,1,2,3,4,5
0,1.294847790372223e+18,8.871625843896444e+17,8.814485211663265e+17,1.0692949348286807e+18,9.283678550402632e+17,1.266878674571341e+18
1,2981347143871016.5,1.0763511835981228e+16,3.034238907195256e+16,4.762573898929029e+16,3.362002943721098e+17,2.227699705336644e+17
2,1.739326509044538e+16,2.6580053074407396e+16,3.540113537098248e+16,7.995876606283432e+16,2.2165140890230272e+17,2.1744174636081414e+17
3,506226250548694.6,7905824804634729.0,2.1060653936404296e+16,6.635036715573677e+16,1.704424800406443e+17,1.6723608585078413e+17
4,1495774304477799.0,8989184537230634.0,2.2177506311477172e+16,6.44117298948723e+16,2.471697047390569e+17,1.698150562480502e+17
