,0,1,2,3,4,5
0,6100.0,6400.0,8300.0,10700.0,10400.0,14100.0
1,3500.0,4800.0,5600.0,8400.0,7500.0,9600.0
2,5400.0,2100.0,6900.0,7400.0,9000.0,10800.0
3,4500.0,2100.0,7800.0,7900.0,7700.0,9800.0
4,4600.0,2100.0,7600.0,8900.0,9100.0,8500.0
