,0,1,2,3,4,5
0,4500.0,5000.0,9100.0,9700.0,15800.0,17700.0
1,4700.0,2100.0,9200.0,10500.0,11700.0,18700.0
2,3800.0,4200.0,5600.0,9200.0,10900.0,12200.0
3,3400.0,6100.0,9600.0,10800.0,13200.0,14400.0
4,4100.0,6600.0,7500.0,10400.0,12200.0,14100.0
