,0,1,2,3,4,5
0,7300.0,3600.0,13800.0,21700.0,22700.0,26300.0
1,9000.0,2100.0,14300.0,19400.0,24800.0,25600.0
2,10200.0,13400.0,16900.0,21100.0,25200.0,27500.0
3,5100.0,2100.0,11400.0,19300.0,33000.0,27300.0
4,7200.0,2100.0,15300.0,21800.0,27900.0,28700.0
