,0,1,2,3,4,5
0,1.6868836114647805e+17,1.9852046322699264e+17,2.7743493051707136e+17,2.674610369018328e+17,2.119878094980805e+17,2.9933123269723494e+17
1,12477555.096814591,29329441.556717698,207120388616.56677,11802660456.857946,462626441558.8908,405295987553935.8
2,514986650112.0897,670590783663.5085,1268497971129.2383,1064400846621.7378,4579444457610.549,7974150795187.55
3,727585687980645.4,791969065100993.1,1108808337402441.9,902926301907563.2,1042724598342495.1,1349596761367851.2
4,15300172858.49277,18566307126.75865,36038508160.96273,31051919647.500652,119227198636.15927,7651320980693.122
