,0,1,2,3,4
0,76.79090786581574,76.16503818879097,77.49795575345418,77.97721166358,80.75292982043047
1,151555.3785089613,1494.7244106789103,1413.5770895775058,1324.8126675932372,1354.7321331637463
2,75.75824367010189,68.39529254246543,69.81914631208811,82.81185212216668,82.51704788973863
3,98.74417887551313,83.71777127705101,83.47409039037306,83.39891278582867,84.20156485034418
4,50.20165140782351,50.58654953528509,64.23734103314546,67.59631040724139,70.06705125071196
5,64.88834950362487,64.34851432092775,79.97808342112971,80.46843782301343,82.03918836547743
6,69.7406759133261,69.77911943232905,85.21493178991787,86.27275787591266,87.4063849327161
7,86.33156312979243,79.47478862162531,78.50243464200247,87.46649587368954,82.46350421083758
8,224.5933273893662,69.80665208091052,68.64762859155064,82.80414998536136,83.87679983540036
9,58837.10326597623,1462.6266485805252,1397.290483974049,1404.8019540613705,1384.275114481417
