,"{'eta_crossover': 10, 'eta_mutation': 60, 'selection_type': 'tourn'}","{'eta_crossover': 10, 'eta_mutation': 60, 'selection_type': 'ran'}","{'eta_crossover': 10, 'eta_mutation': 70, 'selection_type': 'tourn'}","{'eta_crossover': 10, 'eta_mutation': 70, 'selection_type': 'ran'}","{'eta_crossover': 10, 'eta_mutation': 80, 'selection_type': 'tourn'}","{'eta_crossover': 10, 'eta_mutation': 80, 'selection_type': 'ran'}","{'eta_crossover': 10, 'eta_mutation': 90, 'selection_type': 'tourn'}","{'eta_crossover': 10, 'eta_mutation': 90, 'selection_type': 'ran'}","{'eta_crossover': 15, 'eta_mutation': 60, 'selection_type': 'tourn'}","{'eta_crossover': 15, 'eta_mutation': 60, 'selection_type': 'ran'}","{'eta_crossover': 15, 'eta_mutation': 70, 'selection_type': 'tourn'}","{'eta_crossover': 15, 'eta_mutation': 70, 'selection_type': 'ran'}","{'eta_crossover': 15, 'eta_mutation': 80, 'selection_type': 'tourn'}","{'eta_crossover': 15, 'eta_mutation': 80, 'selection_type': 'ran'}","{'eta_crossover': 15, 'eta_mutation': 90, 'selection_type': 'tourn'}","{'eta_crossover': 15, 'eta_mutation': 90, 'selection_type': 'ran'}","{'eta_crossover': 20, 'eta_mutation': 60, 'selection_type': 'tourn'}","{'eta_crossover': 20, 'eta_mutation': 60, 'selection_type': 'ran'}","{'eta_crossover': 20, 'eta_mutation': 70, 'selection_type': 'tourn'}","{'eta_crossover': 20, 'eta_mutation': 70, 'selection_type': 'ran'}","{'eta_crossover': 20, 'eta_mutation': 80, 'selection_type': 'tourn'}","{'eta_crossover': 20, 'eta_mutation': 80, 'selection_type': 'ran'}","{'eta_crossover': 20, 'eta_mutation': 90, 'selection_type': 'tourn'}","{'eta_crossover': 20, 'eta_mutation': 90, 'selection_type': 'ran'}"
0,2.054917283328073,2.047932298092459,2.086455160136515,2.033424054254115,2.058814261811342,2.0502978591815686,2.0677965809396706,2.0464395078069084,2.109650527728581,2.043762447153811,2.0499017451711814,2.043436112155288,2.044317063428195,2.0365957099000718,2.0433183916613236,2.039696508513894,2.090270215418297,2.092546051410265,2.150681643156421,2.043757753314377,2.067188269002074,2.054338540291884,2.052152724871528,2.0448445937674133
1,3.084408175208386,2.352467769318504,2.582978033201361,2.5286355598639814,3.1029519022803633,2.675554135947742,2.772626478757188,2.5153859733574353,3.0081841040589494,2.23133120003384,2.7548432353780625,2.66525929721655,2.5726070989899252,2.5933992614607386,2.480288304205786,2.342489896313295,2.811708985166782,2.6226505933318216,3.4377738587497384,2.230751594489011,2.9158247124925514,2.3859080253007607,2.3102329421164276,2.5408636431265452
2,3.6891825385311794,4.41520290239031,3.669293122653109,4.642407010033485,3.6258134121734247,4.009502188056609,3.5819747169907328,3.579896650990327,3.5731816429968615,4.230436140056224,3.596402558062677,4.583149782657805,3.7072028736265383,3.9749508548821755,3.7260441239154676,3.7999423188520325,3.528736393205669,3.5657761911508357,3.2729450634774486,4.473142961533305,4.0223422956717645,4.514712711921661,3.7740531579769074,3.6716799596356178
3,4.196050558460629,4.689294037879662,4.967011629503744,4.902020921511908,5.319931120737486,4.990686411808878,4.060720018174969,5.623057454953461,5.0879903953774575,4.2361454657526725,5.010253562007659,4.351963950478067,4.556868219734432,4.5436292468434445,4.95588004112824,3.8880246569862966,4.503822408655623,4.165448114106298,3.991817582051728,4.365287977765075,4.551583140470193,4.405960980671261,5.010845352236154,4.535371056458412
4,22.6361156797594,17.609819211901684,22.587958959720304,17.617990047421458,22.59759298558793,12.988592949959529,22.578795899932956,17.613452763053242,22.910320366323315,22.58025861954359,17.651417936623584,17.614311420750088,22.580187712134766,16.02700611015822,22.576873460346818,12.969947972648947,22.62212937276714,17.612653311614825,18.62766345604927,22.601637683951584,22.86666056624753,22.580827988598877,22.859448026177308,17.617453932468802
5,20.414430763883423,16.92439407560327,20.39090316301391,17.730956289074516,20.432391620485838,17.625525731494474,20.448407789501942,18.27393417482937,20.430822300388986,18.769426298920166,20.417149530144,18.67296572117085,20.39941443183319,17.584015710611343,20.38099128631039,18.6913262483362,20.459918113861697,18.486694396251206,20.45207206777909,18.710755813063376,20.41628735644715,16.861804952802444,20.39241188936564,18.68055521331216
6,20.111545785550028,18.175811239608862,20.08768633986812,21.77707765490902,20.106881446078614,17.954175974262785,20.131013657881326,18.325328050704638,20.1307288086975,18.265788884356983,20.08618148905871,20.685696042751207,20.015525695099843,18.52504269358225,20.037124347280084,21.797029030722843,20.089948147247142,21.76451275729454,13.11485873011337,18.532290880256056,20.06371640345039,20.106850244080174,20.069102478034782,28.139586554963643
7,20.705130509998302,28.13998758726014,20.638914363635283,28.13998758726014,20.826283415216803,20.011236107589234,20.020915646315363,20.009403883627403,20.339918491236283,20.061609316410788,19.930676165192402,28.13998758726014,20.647351893702783,28.13998758726014,20.590093202642716,20.071866820897327,20.041762416962634,20.17122972589881,20.698716834072663,20.173029736432472,20.07384086181052,23.91800265602966,20.864506834048772,20.79626808032414
8,3.355904323907859,3.3285596494122167,3.325290509950792,3.3335935278765128,3.3344066836250876,3.3535447861030265,3.3211283866075463,3.3269079811983784,3.3301467462472965,3.3204229830703844,3.3266890646071414,3.3206278771700726,3.342134641883992,3.3264087762792154,3.3193253533582574,3.3283189211548803,3.324121404222614,3.324479255029164,3.348339179899095,3.338830302647723,3.329008829455999,3.3262709485377537,3.3271274775540296,2.890583302166498
9,3.38672679645433,3.3773052918324717,3.4631976465767824,3.406070648396266,3.339483148681785,3.357143858794018,3.3107420712588302,3.318316136129565,3.6136769318175004,3.3885435434864126,3.4110464741786655,3.498928595173629,3.334530525935694,3.2995290158020434,3.3185653586002815,3.289605334358677,3.369611254915619,3.345703824283456,3.405634200216459,3.350519295441225,3.3534038785727165,3.3318904606543853,3.3117843721868434,3.348742978965205
10,3.5844900850113124,3.4602332004316043,3.6086102388719254,3.462059533898079,3.5648198528979074,3.4778080620358107,3.695606006457492,3.525127185552519,3.4951184282748504,3.498198484864662,3.687433900034812,3.5589877570920088,3.4427874715769615,3.6191724860609855,3.5133425195871646,3.4762537422726187,3.704150528574055,3.7385541283852057,3.4594503505854375,3.4559944444910373,3.7874554351276877,3.473283841762572,3.358941874555874,3.503533191342633
11,3.594215107882331,3.6345162787703282,3.623784265133434,3.805682761168753,3.8398869944171947,6.414882654873522,3.6687363205979318,3.679652096288639,3.7341121598929186,3.7225399308684524,3.831745780850344,3.8173166382512074,3.7293567069739284,3.7636936069752616,4.117334257984696,3.692101824421103,3.7127952251089282,3.6864542106192806,3.676904337210813,3.6752012641374083,4.245978222426033,3.7174297342538827,3.6586235897403028,3.793976344616422
12,3.7831984492548667,3.846271002156642,3.836612019748062,3.772182084393699,3.85134733540601,4.376200077909003,3.842882455373648,3.8269701344750855,3.876790843700018,3.7239704551364485,3.8347412882347927,3.7391573068069586,3.84304352032612,3.7218383459417512,3.735130278921394,4.520292231575957,3.7483036572351853,3.738977530662902,3.7371392397429877,3.839125564822911,3.8667509378953997,3.76520211970661,3.851749323342734,3.720324390083135
13,4.9445217001628325,4.784630455979804,5.042877639780355,4.629384808579737,4.9816891040318145,4.667099812485933,4.9974786302376755,5.025285460723694,5.037647092982946,4.990504383136882,5.072655011762699,4.872943594113421,4.974190789466031,4.8195414733546285,4.946251235528838,4.539525062302488,4.988893408624555,4.985129026834809,4.821643472625299,4.792874583279244,5.047699981983096,4.189550031678368,4.956439463750513,4.680510013462897
14,5.502728331200664,5.312779246310238,5.603743055107504,5.05016974567283,5.383630538897591,5.088531189189892,5.2584734963374995,5.160348389547453,5.4368359018821915,5.046004289638351,5.403965582787434,5.144815717053746,5.252815313039865,5.209249084833446,5.154443745789949,5.2355673802693445,5.003379416783656,5.1389613984861855,5.305863997307249,5.033096004903264,5.18188821215111,5.128124920558486,5.230071876489625,4.936730313729337
15,6.783927612515221,6.92141822974419,6.424730487106925,5.6741593745161145,7.115658685036847,5.724778758000362,5.716966845461246,10.000637098668099,6.429482271811637,5.549443886700061,5.82502507507308,5.44504721194165,6.919145451172277,10.000637098668099,5.5081388978493475,5.5382570117967775,5.406035517752176,10.000637098668099,6.281470498352071,10.000637098668099,6.250376511311481,5.5686437689647255,6.744285655056277,10.000637098668099
16,28290.00761817326,28275.194342015286,28313.75615453517,28387.03802445985,28279.097882826987,28310.345678400914,28297.730860602565,28285.0022462493,28310.288055968937,28299.04217638128,28273.65252459761,28291.905430138642,28273.78249932953,28274.108055702065,28316.71971817479,28267.14895196437,29353.86871779996,28411.332083431214,28316.217618654126,28322.46553918998,29272.852400230982,28276.593988766923,28283.29742685328,28285.188588417954
17,27744.809941702435,27719.134807920636,27723.21958845959,27739.322246830947,27727.778882892693,27712.318842125125,27708.296865722084,27710.266539186436,27681.405366760177,27761.385811303484,27707.32548026451,27755.75215402721,27735.754292746835,27741.412757475024,27744.165915413636,27726.630425512893,27756.91610190833,27714.49726759234,27729.37160265688,27752.850722137213,27180.25467910018,27711.251923795964,27682.8922729251,27715.399999171368
18,27765.393350886672,28154.626663183328,27792.272431957193,27792.352238624604,27743.53166808159,28076.604790187965,27887.70871245493,28298.997714612266,27823.736457107887,28217.658544772832,27675.142196115812,28270.293359389787,27688.346840789538,28097.99087195671,27793.679189305094,28306.075187327267,27756.669960103074,28274.15609243393,27878.665376657427,27820.007906130846,27772.682906767106,27786.8896318333,27734.252555662995,28028.20738981874
19,27941.702066402297,28275.990965598696,28062.8177172744,28234.740719532598,28192.96052417155,28167.070372305003,27814.656831745255,28190.148579401346,28121.205048703043,28226.531768678797,28006.26342142317,28173.83243182172,27812.40678175802,28205.458470257065,28030.786659789464,28161.183720653007,27690.784097636515,28228.62339245145,28121.85164653667,28203.62520918152,28108.68264130664,28217.881853837735,27987.54454842432,28172.681447803265
