,0,1,2,3,4,5
0,2100.0,2100.0,2300.0,4000.0,6000.0,4100.0
1,2100.0,2100.0,2700.0,5400.0,4700.0,5700.0
2,2500.0,2800.0,3800.0,4600.0,5700.0,5300.0
3,9100.0,9900.0,9200.0,15500.0,12300.0,10500.0
4,2100.0,2100.0,2900.0,4000.0,4900.0,5800.0
