,0,1,2,3,4,5
0,4100.0,4900.0,6200.0,7900.0,8300.0,9100.0
1,3200.0,5800.0,6100.0,7900.0,10600.0,10600.0
2,5600.0,5700.0,8600.0,11800.0,9700.0,11200.0
3,3800.0,6300.0,6000.0,9000.0,9800.0,11600.0
4,3900.0,6300.0,6600.0,8000.0,13200.0,14000.0
