stfips,pm10,pm25,O3,ln_so2,ln_nox,ln_co,a_edb,a_formaldehyde,a_teca_ln,a_112tca_ln,a_dbcp_ln,a_dcl_propene_ln,a_acrylic_acid_ln,a_benzidine_ln,a_benzyl_cl_ln,a_be_ln,a_dehp_ln,a_cyls_ln,a_cl_ln,a_c6h5cl_ln,a_chloroform_ln,a_chloroprene_ln,a_cr_ln,a_co_ln,a_cn_ln,a_dbp_ln,a_etcl_ln,a_ebenzine_ln,a_edc_ln,a_glycol_ethers_ln,a_n2h2_ln,a_hcl_ln,a_isophorone_ln,a_mn_ln,a_mebr_ln,a_mecl2_ln,a_ph3_ln,a_pcbs_ln,a_procl2_ln,a_quinolin_ln,a_c2hcl3_ln,a_vycl_ln,al_pwn_gm_env_rate_ln,civic_env_rate_ln,ed_env_rate_ln,hc_env_rate_ln,neg_food_rate_ln,pos_food_rate_ln,rec_env_rate_ln,ss_env_rate_ln,ln_fatalities,total_units_ln,SecondaryRoadProportion,CommuteTime,ln_PubTrans,sum_NWIBG,NINDEX_open,Farms_per_acre_ln,Pct_irrigated_acres_ln,Pct_nematode_acres_ln,Pct_manure_acres_ln,Pct_disease_acres_ln,Pct_defoliate_acres_ln,Pct_harvested_acres_ln,Pct_au_ln,fungicide_ln,herbicide_ln,insecticide_ln,std_coal_prim_pop_ln,std_metal_prim_pop_ln,std_nonmetal_prim_pop_ln,std_sandandgravel_prim_pop_ln,std_stone_prim_pop_ln,Facilities_Rate_ln,Pct_BS,Pct_Unemp_total,Pct_Fam_Pov,Pct_Vacant_Housing,Med_HH_Value,ln_HH_Inc,ln_Occs_Room,Pct_RenterOcc,ln_ViolAv,num_CreatClass,DEMO2008,GINI_est,Per_TotPopSS,Per_PSWithSW,D303_Percent_ln,ALLNPDESperKM_ln,CaAve_ln,Kave_ln,NO3Ave,ClAve_ln,SO4Ave_ln,HgAve,AvgOfD3_ave,W_As_ln,W_Ba_ln,W_Cr_ln,W_CN_ln,W_FL_ln,W_NO3_ln,W_NO2_ln,W_SE_ln,W_ENDRIN_ln,W_METHOXYCHLOR_ln,W_DALAPON_ln,W_DEHA_ln,W_SIMAZINE_ln,W_DEHP_ln,W_PICLORAM_ln,W_DINOSEB_ln,W_ATRAZINE_ln,W_BENZOAP_ln,W_PCP_ln,W_EDB_ln,W_XYLENES_ln,W_PDCB_ln,W_111TRICHLORANE_ln,W_TOLUENE_ln,W_ALPHA,Coliform_Proportion_ln,sociod_EQI_2Jan2018_VC,built_EQI_2Jan2018_VC,air_EQI_2Jan2018_VC,land_EQI_2Jan2018_VC,water_EQI_2Jan2018_VC,EQI_cont,EQI
36047,27.19818418,11.83787738,0.040611243,1.59444295,3.355417228,-0.666336882,0.000217314,1.176583541,-5.369184125,-17.00564361,-12.51978008,-4.28330095,-14.60286866,-15.46450071,-14.92468743,-10.1027668,-4.846474303,-10.88958183,-12.38220888,-5.071244837,-2.404201982,-13.86755179,-8.6043444,-11.92643498,-4.184842158,-10.54898723,-7.09374209,-3.066127892,-5.762036352,-6.845629843,-15.45026628,-3.738618665,-9.603941589,-6.884141719,-2.633615841,-1.660969053,-28.96282729,-10.21013812,-6.556354901,-9.068649502,-3.682537925,-6.575751101,-7.806121826,-5.978730202,-6.951289177,-5.539671898,-6.832302094,-5.4506464,-7.41646719,-6.774403572,4.4520192,0.0,0.177752712,41.6,4.1026435,12.79364,11.133264,-10.72152615,-7.924695492,-8.154975891,-8.548070908,-7.594734192,-7.850975037,-5.508911133,-13.02687263,9.520719408,11.10534557,9.007419703,-14.28535668,-15.22465656,-15.06716777,-14.32821442,-15.00117733,-8.264429092,18.0,8.4,18.8,8.4,562400.0,13.714575,1.2527629,69.7,6.389199734,0.24514,79.4,0.499,0.0,0.0,4.229075131,5.846043296,-2.253110964,-1.388756553,0.836231072,-0.627422042,0.2761241,8.627458854,0.0,-6.907755279,-4.605170186,-6.907755279,-6.907755279,-3.912023005,-4.605170186,-4.605170186,-6.907755279,-4.605170186,-4.605170186,-2.525728644,-2.813410717,-2.995732274,-2.525728644,-3.218875825,-2.525728644,-3.506557897,-4.605170186,-4.605170186,-4.605170186,-2.302585093,-3.912023005,-4.605170186,-2.659260037,0.0,-6.907755279,-2.743662357,0.721613407,0.453436852,-1.370172858,-1.410189867,0.38045764,4
6031,47.41529159,18.4150332,0.049192975,-0.272377506,2.57428076,-0.950767566,0.000370224,5.633788612,-4.670533123,-17.92192401,-13.14768119,-3.021949054,-12.08030724,-18.02984262,-17.4418306,-7.921208288,-4.671443898,-7.153645183,-3.874000258,-6.923172948,-2.33407771,-23.65536625,-6.482778052,-10.60030541,-8.243464425,-10.00460802,-7.328603881,-1.81959494,-5.31886207,-10.90370707,-11.34331663,-4.131308224,-10.41155755,-6.087859894,-1.769417019,-0.84007395,-7.515504623,-14.9580609,-6.587636271,-13.53787882,-2.964909941,-5.546747855,-8.046255112,-6.595741272,-7.167390823,-6.154250145,-7.062878132,-6.499996185,-7.507258892,-7.219576836,3.4965076,-4.9083772,0.133225385,20.9,0.47000363,6.5306964,25.686689,-6.865099907,3.858782291,-4.254142761,-2.99000001,-2.95936799,-1.811871529,-0.750207186,-9.113580704,13.74135777,12.77588829,12.17000478,-14.28535668,-15.22465656,-11.89524836,-11.22977428,-15.00117733,-8.300489426,8.5,12.0,15.2,5.8,220400.0,10.611671,0.74193734,44.0,6.063506126,0.12771,42.0,0.413,9.9698004,14.937759,1.44473628,0.535560681,-2.823913738,-1.45705669,0.390742953,-1.373614383,-1.064931772,4.120568048,0.0,-4.199705078,-2.659260037,-4.605170186,-2.292634762,0.039220713,1.58514522,-0.94160854,-5.11599581,-2.207274913,2.303584593,2.310553263,1.621366483,0.048790164,1.124929597,0.039220713,0.732367894,-0.634878272,-2.207274913,-1.560647748,-3.506557897,-0.510825624,-0.653926467,-0.673344553,-0.562118918,0.0,0.938732967,0.013675691,1.662055373,1.67833662,1.667548776,1.728928089,2.591972113,6
17105,22.4926732,10.60861694,0.043496549,1.063065263,2.259418288,-0.638969289,0.000388548,1.597912049,-5.269932329,-19.17459554,-12.67465847,-5.694459403,-17.3340008,-18.02984262,-12.85560447,-9.941445443,-4.81653736,-8.729945309,-3.67889608,-4.956303523,-2.326262639,-16.28890057,-7.988808512,-14.91316599,-5.080282084,-11.47050567,-6.957748017,-2.60385713,-5.387273923,-3.86121909,-15.18741387,-4.467274464,-9.47772446,-6.060186806,-2.602645172,-1.667561884,-10.0881318,-13.39043152,-7.077134532,-9.113756358,-2.039355449,-6.684265782,-7.043673515,-5.621273994,-6.544682503,-5.757849693,-6.763371468,-6.335927486,-6.698832989,-6.599741936,2.1517622,-4.7955384,0.190189359,20.2,-1.2039728,6.9184155,5.3168874,-6.290236473,-3.776688337,-3.22890687,-3.735897779,-2.149859905,-8.014133453,-0.136983648,-8.595583916,8.828165674,12.99387183,9.867351178,-14.28535668,-15.22465656,-9.467715013,-9.181797731,-7.679001352,-6.906472683,9.3,6.8,9.1,7.6,101700.0,9.5908298,-2.3025851,24.2,6.151420116,0.12474,39.5,0.41,18.587933,68.478261,1.768716394,3.285361521,-1.359123273,-1.400646238,1.044249379,-1.976653676,0.399882626,10.73137198,0.006538462,-3.9633163,-1.078809661,-5.11599581,-4.710530702,0.058268908,-0.094310679,-1.771956842,-5.521460918,-1.660731207,1.388791241,2.999724295,3.69037833,-0.798507696,0.732367894,3.912822686,-0.248461359,-1.108662625,-3.506557897,-2.207274913,-3.218875825,-0.261364764,-0.653926467,-0.673344553,-0.562118918,0.0,-6.907755279,0.197325289,-0.014025205,0.691028357,1.129550815,1.463021517,0.926957607,5
25003,9.51216372,9.151911273,0.047657955,0.387175883,2.124703945,-0.910045865,0.000237904,1.349395133,-5.246540635,-15.71192029,-12.6562631,-35.23192358,-33.44016411,-18.02984262,-12.75393353,-10.0623474,-4.82974796,-11.03491541,-13.39527584,-9.45699818,-2.261788128,-12.735956,-9.268826831,-10.79850438,-3.984902273,-10.51722104,-6.366933274,-2.735028624,-5.711629597,-8.444386294,-14.96311837,-4.208828407,-13.35128566,-6.963594355,-2.94693343,-1.504903609,-28.96282729,-13.00743392,-6.817244916,-13.53787882,-3.267277187,-8.285119288,-7.169502258,-5.938184261,-6.287454605,-5.121490479,-6.42803669,-5.749141693,-6.07088995,-6.114742279,2.6810215,-4.4349232,0.188875164,19.5,-0.10536052,9.5358362,88.783249,-7.332101345,-3.664055824,-4.76555109,-4.363406181,-7.755772114,-8.548173904,-3.47746706,-8.575896263,8.065011144,8.1927457,7.017685338,-14.28535668,-15.22465656,-9.98662754,-7.955412281,-9.009531564,-7.565115452,17.0,7.5,7.9,18.6,207800.0,10.926353,-1.2039728,31.1,6.664766312,0.23215,74.9,0.462,19.600058,84.392015,3.000828293,2.999093791,-2.442046343,-1.534471138,0.790329289,-1.713005406,0.13278919,7.762556475,0.0,-4.828313737,-3.506557897,-4.710530702,-4.509860006,-2.302585093,-1.237874356,-3.506557897,-6.214608098,-1.832581464,-0.776528789,0.076961041,-0.415515444,0.076961041,0.438254931,0.039220713,-0.733969175,-1.46967597,-2.659260037,-1.386294361,-3.506557897,-0.083381609,-0.653926467,-0.673344553,-0.040821995,0.0,-2.036619199,-1.287359715,-0.9440763,0.056526601,-0.401224136,1.089417458,-0.199902534,2
34033,20.39209807,11.86396188,0.046690623,1.172890851,2.625530629,-1.101581193,0.000381482,2.52324239,-5.275071745,-12.8685772,-11.18268905,-1.472175083,-12.97378967,-17.29063245,-10.932041,-9.458790754,-4.768937335,-8.635344039,-9.505576272,-2.243775644,-1.747343979,-10.54234267,-7.132294695,-8.41654776,-1.876916581,-8.447281945,-4.34577984,-0.835256447,-5.33503348,-6.69816854,-11.33162124,-2.267330314,-6.926675899,-6.688934001,-0.966301449,-0.380661761,-17.3378223,-12.16346227,-5.080217999,-8.304125611,-1.964209564,-5.932045333,-7.963172436,-5.765947819,-6.534318447,-5.526512623,-6.909011841,-6.37127924,-6.644319534,-6.555372238,2.6946273,-5.0142975,0.206271565,28.7,0.4054651,9.8823872,53.633202,-5.835187435,2.136834383,-6.107422829,-3.65237999,-3.371025801,-5.562104225,-1.094127417,-8.688711166,9.094312046,10.57627831,9.223047625,-14.28535668,-15.22465656,-15.06716777,-9.709079922,-15.00117733,-7.632930756,12.7,10.2,7.4,8.0,196600.0,10.1313,-2.3025851,25.8,4.914418221,0.17265,50.9,0.408,34.141912,3.0023095,3.516816153,4.350166827,-2.326507989,-1.406758596,0.838840065,-0.573034255,0.374086522,8.420511337,0.0,-5.298317367,-2.813410717,-3.816712826,-4.342805922,-1.514127733,0.530628251,-1.771956842,-5.80914299,-4.605170186,-4.605170186,-2.525728644,-2.813410717,-2.995732274,-2.525728644,-3.218875825,-2.525728644,-3.506557897,-4.605170186,-4.605170186,-1.347073648,-0.776528789,-1.832581464,-1.832581464,-1.609437912,2.5,-3.116700198,-0.556158364,0.363793135,2.366729021,0.963379383,-0.101755247,1.841710448,6
1095,17.36216664,12.41519394,0.047559497,0.769399906,1.091429586,-0.681630187,0.000660343,2.635858872,-5.500677299,-17.19566612,-13.14310232,-35.23192358,-12.4570388,-18.02984262,-14.64573735,-10.18627017,-4.795540484,-9.999430112,-10.27153746,-10.79077616,-2.404945379,-14.24806403,-8.504056119,-15.53223935,-4.580628767,-10.42921148,-8.054560022,-3.61713812,-5.569363432,-3.776779058,-14.18771853,-5.067380961,-10.02086692,-6.831921361,-2.946900848,-1.75860629,-13.23945197,-10.28452837,-7.220472684,-9.449463729,-3.427517024,-10.65585569,-8.00657177,-5.993821621,-6.918770313,-5.760386467,-6.37796402,-6.112682819,-6.81558609,-6.963222027,2.9957323,-3.6858559,0.098226385,24.4,-2.3025851,6.0512643,58.250351,-5.72987318,-1.074132919,-6.859576225,-2.688026905,-6.666349411,-7.705997467,-2.239698887,-8.035220146,7.346230616,10.07630927,6.596372324,-9.236894585,-15.22465656,-10.73419645,-10.04963321,-9.825452985,-7.75167942,9.1,6.4,15.3,13.6,101300.0,10.446771,-0.69314718,27.5,6.01433754,0.18568,21.2,0.462,6.4986723,83.671171,1.504852391,4.863006369,-2.270992295,-1.199711039,0.614546598,-1.422867908,0.200393988,11.89846908,22.86292308,-6.907755279,-4.605170186,-6.907755279,-6.907755279,-3.912023005,-4.605170186,-4.605170186,-6.907755279,-4.605170186,-4.605170186,-2.525728644,-2.813410717,-2.995732274,-2.525728644,-3.218875825,-2.525728644,-3.506557897,-4.605170186,-4.605170186,-4.605170186,-2.302585093,-3.912023005,-4.605170186,-2.659260037,0.0,-3.303333121,0.294546068,0.607755005,0.107805699,0.106938586,-1.408479929,0.108392596,3
31083,24.54469485,7.420597313,0.044063326,-0.348093524,2.200577107,-0.890303986,0.000301305,1.261788581,-5.534352499,-17.55567587,-12.81586754,-35.23192358,-33.44016411,-14.31337751,-12.80173185,-10.41988745,-4.836496443,-14.67982192,-28.70836127,-11.30201308,-2.395600934,-14.58820578,-9.468990782,-7.937060284,-5.398010046,-13.17362001,-8.508938007,-3.649795205,-5.883683809,-10.04803435,-15.45026628,-3.791195367,-12.99066451,-7.014037013,-2.946000786,-1.782552767,-9.854379973,-11.27089472,-7.251915669,-13.53787882,-4.136229646,-11.94971169,-7.44512558,-5.305059433,-5.740377426,-6.346513271,-6.52883482,-5.305059433,-5.941048145,-5.835687637,0.4054651,-4.5501857,0.06658454,18.8,0.0,6.5809727,46.973518,-6.975560665,3.413211584,-5.438141346,-4.931088924,-2.888848543,-4.105010033,-0.567310691,-12.43550873,9.084388752,11.82304254,8.400312873,-14.28535668,-15.22465656,-15.06716777,-7.444783859,-15.00117733,-7.44512558,12.4,2.0,6.5,35.2,69900.0,7.3440728,0.0,17.8,5.444652557,0.15562,22.8,0.433,36.021034,0.0,1.907822097,-6.907755279,-1.178444451,-1.172289592,0.938377055,-2.268254493,-0.101647831,8.609974906,0.0,-5.80914299,-2.040220829,-5.521460918,-2.975929646,-1.078809661,-4.605170186,-4.605170186,-4.828313737,-2.207274913,-2.207274913,0.732367894,-0.579818495,-1.897119985,0.732367894,0.712949808,0.548121409,-1.660731207,-2.659260037,-1.560647748,-0.891598119,-0.510825624,-0.653926467,-0.673344553,-0.562118918,0.0,-1.29449817,0.811491668,-1.679310203,-0.711933255,0.975433588,0.978393555,-0.966822922,1
41001,13.98101955,6.948604057,0.047054487,-0.435817787,1.606596736,-0.480580111,0.000270295,1.471978161,-5.521542984,-16.95117693,-13.14768119,-35.23192358,-33.44016411,-14.50832197,-15.00317478,-10.67745249,-4.848789614,-11.82601503,-9.937463354,-10.48913963,-2.401914068,-13.95277444,-9.158778418,-17.78572025,-4.838162073,-12.63199264,-7.716946174,-4.750157526,-5.883393225,-24.72316423,-15.45026628,-5.545879344,-30.54979235,-7.045596736,-2.946881993,-1.755637769,-8.795981595,-10.88677858,-7.263355336,-13.53787882,-3.73426504,-9.083161064,-7.386098862,-5.776660919,-6.254696846,-5.529800892,-6.597641468,-5.645632744,-5.681350708,-6.025122643,1.5686159,0.0,0.054649476,14.8,-1.6094379,7.0918593,93.205345,-8.326972961,1.816293955,-7.118798256,-5.72685957,-6.120434761,-12.00538063,-3.328367472,-11.60203743,9.553534017,9.864757985,9.997039369,-14.28535668,-5.545486824,-9.684079927,-7.123487049,-7.123355638,-7.49145937,15.1,11.5,12.7,21.5,142400.0,8.8395662,0.0,28.8,5.891865253,0.20824,32.0,0.45,25.815049,83.216783,2.255565387,0.522868274,-2.575936788,-1.389659933,0.299023437,-2.489214855,-1.086878061,4.124245977,0.684846154,-5.11599581,-2.813410717,-6.214608098,-3.863232841,-0.223143551,-0.867500568,-3.912023005,-5.11599581,-3.506557897,1.388791241,2.999724295,3.913222286,-0.798507696,1.124929597,3.912822686,-0.248461359,-1.108662625,-2.995732274,-2.207274913,-3.912023005,-0.510825624,-0.653926467,-0.673344553,-0.562118918,1.0,-3.576033457,0.094787605,-1.391668439,-0.945212603,-0.759516418,1.168851376,-1.265776038,1
37139,18.60281638,11.0242631,0.047152651,0.960576855,2.261391512,-1.040249014,0.000301966,1.481071624,-5.514888717,-13.8871519,-11.98112572,-35.23192358,-14.21176198,-14.46097024,-13.06215853,-10.54457674,-4.793060482,-14.5837559,-6.464349314,-11.00933182,-2.394628955,-14.12035524,-9.529035685,-13.59730854,-4.861874331,-11.78259806,-8.165152313,-3.359020167,-5.746987898,-9.385279494,-10.26055506,-4.80797732,-13.35459764,-7.03649204,-2.946882463,-1.76150226,-13.17339341,-10.70846054,-5.778899829,-9.092487745,-4.372725491,-12.59321846,-7.973967552,-5.650179863,-6.701001644,-5.615812302,-6.485890388,-6.135687828,-6.806362152,-6.048676491,1.5686159,-4.6610637,0.071978327,23.6,-1.2039728,7.2480383,41.669796,-7.090097427,-3.913422108,-6.008152485,-4.916642189,-4.328937531,-4.794978142,-0.609520674,-6.048527241,9.552406458,11.24916769,9.56687664,-14.28535668,-15.22465656,-15.06716777,-8.819913303,-15.00117733,-8.128118515,12.1,10.9,13.8,11.7,170700.0,9.5862398,-2.3025851,33.6,6.590768814,0.1795,56.5,0.457,29.999262,0.0,2.016590416,4.164148382,-2.368381529,-1.330581685,0.616246203,-0.248861469,0.106221905,8.711492885,0.0,-5.11599581,-3.912023005,-5.11599581,-3.352407217,0.0,-0.579818495,-2.040220829,-5.11599581,-3.912023005,-2.207274913,0.076961041,-0.415515444,-2.120263536,0.336472237,-1.966112856,-1.272965676,-2.040220829,-3.506557897,-2.995732274,-3.912023005,-0.510825624,-0.653926467,-0.673344553,-0.562118918,0.0,-6.907755279,-0.322055072,-0.273025215,0.000716024,0.656029344,0.753562391,0.208883613,3
51029,19.623779,10.45841805,0.046694347,0.453025043,2.394666221,-1.065544187,0.000844461,1.567110106,-5.48025716,-16.13842377,-12.81965758,-7.391276591,-24.97686408,-15.90193377,-11.65701572,-10.35446119,-4.766554477,-13.79241671,-12.37025338,-8.029304903,-2.418366017,-14.07267246,-9.075539835,-12.64153847,-4.392442323,-12.56874016,-10.09990274,-4.122482305,-5.730695449,-24.72316423,-12.84056467,-1.035934159,-11.73372555,-7.001286124,-2.929201062,-1.754244808,-14.16019606,-10.16137044,-6.431706072,-9.29250409,-3.298218354,-11.02573739,-9.749520302,-5.671982765,-6.805081367,-6.70499754,-7.351624966,-6.976931572,-7.552295685,-7.957760811,1.2809339,-5.3798332,0.194499788,32.2,0.0,3.1566579,86.695396,-7.074510574,-4.55517149,-4.50796032,-4.533109188,-10.25895405,-4.203959942,-2.944196463,-9.379858017,5.445515361,8.314617906,5.648387211,-9.738859281,-15.22465656,-8.649274476,-15.42682671,-8.361916978,-7.957760811,9.3,6.0,13.2,24.5,99300.0,8.4885883,0.0,25.3,5.953227997,0.13591,49.9,0.418,65.881255,100.0,1.548585529,1.538979077,-2.496367256,-1.556835802,0.728544786,-1.4155927,0.227279792,8.790825833,0.183115385,-6.907755279,-4.605170186,-6.907755279,-6.907755279,-3.912023005,-4.605170186,-4.605170186,-6.907755279,-4.605170186,-4.605170186,-2.525728644,-2.813410717,-2.995732274,-2.525728644,-3.218875825,-2.525728644,-3.506557897,-4.605170186,-4.605170186,-4.605170186,-2.302585093,-3.912023005,-4.605170186,-2.659260037,0.0,-6.907755279,0.653601766,2.619044304,0.045948606,-0.538196146,-1.387946486,0.931837559,5
24017,18.6805192,11.47182642,0.046867572,1.197386668,2.753358516,-0.560765614,0.000547155,1.867945881,-5.423030648,-3.074253945,-11.83067843,-3.745396897,-11.52309555,-18.02963348,-10.71392647,-9.935927733,-4.754035228,-6.095295526,-8.415832365,-4.505383658,-2.309580411,-12.66525299,-8.092738323,-12.71883838,-3.443033229,-10.77708759,-6.488020559,-2.740409167,-5.171349111,-5.683463716,-14.07657078,-2.342150442,-9.273232799,-6.881393511,-2.447849258,-1.423351624,-10.49834814,-9.58236245,-4.930896202,-7.920294108,-2.250676477,-6.390224578,-7.646633625,-6.045804024,-6.946368694,-5.576160431,-6.989853859,-6.487957001,-6.826224327,-6.470178604,2.985682,-4.8885422,0.230489887,41.8,1.8718022,6.5629668,78.874619,-6.744229794,-1.548057556,-4.177680016,-5.259993553,-3.617438555,-9.004255295,-2.562644482,-8.33105278,6.814981879,10.12683675,6.683652935,-14.28535668,-15.22465656,-15.06716777,-10.09850528,-15.00117733,-9.061915398,16.3,5.9,3.7,6.9,355800.0,10.817737,-2.3025851,18.9,6.156019211,0.30333,62.2,0.359,30.681469,0.0,3.532965101,3.928147409,-2.371762714,-1.43701906,0.807518708,-1.086114087,0.358071354,8.505054204,0.247230769,-5.298317367,-1.966112856,-3.863232841,-6.907755279,-0.916290732,-1.049822124,-1.897119985,-3.912023005,-0.673344553,-0.673344553,-1.560647748,-0.579818495,-0.597837001,0.343589704,-1.347073648,-1.560647748,-0.634878272,-2.207274913,-3.912023005,-4.605170186,0.741937345,-0.653926467,-0.673344553,-0.328504067,2.96,-4.080183643,-2.066916466,1.330598831,1.402386069,0.098273806,1.116007447,2.009974241,6
29133,18.75240563,11.9252145,0.047710225,0.620429878,2.062833643,-0.972270425,0.000557932,2.068673207,-5.48530776,-16.05884557,-12.88702481,-35.23192358,-33.44016411,-18.02984262,-14.8286793,-10.47040378,-4.745708353,-14.75707991,-16.77505864,-10.40752621,-2.421520221,-13.79130572,-9.519142482,-21.9950572,-4.241418693,-12.20173316,-7.698969942,-3.970278188,-5.595362547,-12.68689488,-14.71642944,-2.964609254,-19.02690207,-7.034272698,-2.946942105,-1.748486319,-10.4848787,-9.822571376,-7.215073911,-13.44627367,-3.292087639,-11.96473612,-7.269477367,-5.477717876,-6.576330185,-6.481019974,-6.799473763,-6.20476675,-6.681690693,-6.170865059,1.0296195,-3.2984469,0.10750547,19.4,0.0,6.8664145,11.902358,-7.097123623,3.415593147,-2.403170109,-4.923668861,-1.429475665,-6.293354988,-0.074333407,-14.13187885,9.993372817,12.1154159,9.329955062,-14.28535668,-15.22465656,-15.06716777,-15.42682671,-15.00117733,-7.374837875,7.7,12.3,21.4,8.0,67400.0,8.5730066,-1.6094379,37.2,6.454532623,0.10295,42.0,0.459,7.2990667,0.0,1.725592166,3.055246037,-1.972900099,-1.431347535,0.742669192,-1.626541622,0.117784113,12.86224168,2.937730769,-6.907755279,-4.605170186,-6.907755279,-6.907755279,-3.912023005,-4.605170186,-4.605170186,-6.907755279,-4.605170186,-4.605170186,-2.525728644,-2.813410717,-2.995732274,-2.525728644,-3.218875825,-2.525728644,-3.506557897,-4.605170186,-4.605170186,-4.605170186,-2.302585093,-3.912023005,-4.605170186,-2.659260037,0.0,-3.049149506,0.972301483,-0.335638195,-0.462236822,1.126751184,-1.412526846,-0.542592764,2
55009,14.93416711,11.44061963,0.041707753,0.978330405,0.951725725,-1.147445258,0.000304162,1.110859127,-5.524589965,-18.32777559,-13.14768119,-6.340137308,-18.318706,-18.02984262,-14.42749471,-10.47765431,-4.84723306,-13.23015461,-7.021816818,-7.075456418,-2.422139403,-15.45249359,-9.601981855,-16.80094171,-6.306363914,-13.66546859,-9.125906792,-4.689777497,-5.871696256,-24.72316423,-15.45026628,-6.765855701,-12.23308186,-6.894882041,-2.898585786,-1.77995795,-14.48992441,-12.3900564,-7.214567937,-13.53787882,-3.737964018,-10.43894972,-6.833963871,-6.460206985,-6.978794575,-5.576396942,-6.684639931,-6.226806641,-6.681419373,-6.546281338,3.0155349,-4.1547728,0.212022,18.2,0.0,10.174219,25.779772,-5.920449257,-1.918123722,-5.803399086,-2.068969965,-5.713703156,-7.358615398,-0.797899306,-12.15962982,7.896980438,10.89294231,8.509669963,-14.28535668,-15.22465656,-15.06716777,-8.953930408,-9.051306841,-7.472452164,18.3,6.3,7.0,6.1,159100.0,11.481816,-1.2039728,33.4,6.210319042,0.22988,53.9,0.429,11.56419,92.813456,2.804053292,2.933591051,-1.436471347,-1.391805484,0.966910774,-2.214839743,0.057922123,7.881330223,0.0,-6.214608098,-3.218875825,-1.924148657,-5.521460918,-0.030459207,0.277631737,-3.912023005,-6.214608098,-3.912023005,-2.207274913,0.076961041,0.722705983,-2.120263536,-2.525728644,-1.966112856,-1.714798428,-2.040220829,-2.207274913,-2.995732274,-1.832581464,-0.510825624,-0.083381609,-2.207274913,-0.562118918,0.0,-3.302109591,-1.315644145,0.217470214,-0.681267679,0.569013417,0.662083507,0.171964556,3
35007,23.53882509,5.913351332,0.04932188,0.526924437,2.471800884,-0.892972887,0.000318155,1.102006543,-5.5139926,-16.98553868,-13.14768119,-8.87320407,-33.44016411,-18.02984262,-11.84304839,-10.49873861,-4.84976679,-13.29175339,-13.53862385,-9.275221332,-2.420959843,-13.984228,-9.643700248,-14.49241088,-4.712099643,-12.75993327,-7.955332705,-4.47984696,-5.87388668,-18.44214481,-15.44966383,-4.722014153,-12.01759454,-7.040203225,-2.942782517,-1.766290503,-12.79956627,-10.37314755,-7.251075122,-13.47788845,-4.758344556,-10.55178087,-7.449352741,-5.159346104,-6.063058376,-5.434449673,-6.232957363,-5.722131729,-5.539810181,-6.19658947,1.5686159,-4.0347695,0.033088408,16.3,-1.6094379,6.8291836,99.184242,-9.716077805,-0.131039485,-7.14952755,-7.573175907,-6.589286327,-6.845527172,-5.086517811,-12.81675625,1.341558467,9.128304777,7.402151679,-7.581656835,-15.22465656,-15.06716777,-7.225934564,-9.524601696,-7.737034798,11.4,7.5,11.8,41.7,103100.0,8.6600809,-1.6094379,31.9,6.380269527,0.20772,54.7,0.422,4.5381818,71.212121,1.487087009,0.377214672,-1.210627077,-1.279804613,0.808317415,-2.314262761,-0.38826265,7.172824539,0.047961538,-6.214608098,-2.207274913,-5.80914299,-2.673648774,-0.891598119,0.104360015,-2.813410717,-5.298317367,-2.659260037,-0.030459207,2.310553263,0.722705983,-1.049822124,0.732367894,2.997730276,0.732367894,-1.108662625,-1.171182982,0.009950331,-4.605170186,-0.510825624,-0.776528789,-0.820980552,-0.713349888,1.5,-5.112970059,0.15970239,-1.712458014,-0.661478579,-1.19203341,1.124393463,-1.403594494,1
32013,21.26166635,8.933873187,0.045363378,-1.019278277,2.88036247,-0.912173807,0.000176271,0.830020886,-5.494250323,-22.27596195,-12.24008829,-35.23192358,-33.44016411,-14.07626479,-20.31934292,-10.70072098,-4.852071567,-10.60781487,-17.4901182,-10.64753627,-2.424705422,-19.31541622,-9.675207239,-17.17728194,-7.769246275,-18.75196645,-9.568873684,-7.07110371,-5.88845272,-24.72316423,-15.45026628,-9.920709672,-30.54979235,-7.042710808,-2.946942109,-1.795400411,-28.96282729,-15.25604906,-7.244602092,-11.39724294,-4.821596607,-7.86146621,-6.577317238,-6.101893425,-6.345515251,-5.820991039,-7.073753834,-6.129292011,-6.493935108,-6.493935108,1.8245493,0.0,0.012635821,28.4,2.2617631,5.7556162,97.517418,-10.50533295,0.633608639,-7.938783169,-7.411872864,-7.378541946,-7.634782314,-4.095041752,-15.19147682,9.48545189,10.30336094,9.955775956,-14.28535668,-5.761489809,-6.768123427,-6.416852133,-8.325255125,-6.768372059,10.2,9.0,7.8,14.4,138100.0,8.7139111,0.0,27.6,6.236623287,0.14087,33.7,0.401,29.368345,0.0,1.197360109,-1.205359358,-2.413989165,-1.322076805,0.29363697,-2.365188035,-0.995046725,3.614506437,0.0,-5.521460918,-2.407945609,-4.828313737,-4.710530702,-1.347073648,0.113328685,-2.995732274,-4.268697949,-2.207274913,-2.207274913,0.076961041,-0.415515444,-2.120263536,-0.385662481,-1.966112856,-1.272965676,-2.040220829,-3.506557897,-2.995732274,-3.912023005,-0.510825624,-0.653926467,-0.673344553,-0.562118918,0.0,-1.393403793,0.357198447,-0.092477441,-1.645268917,-1.184399366,0.823859334,-1.182673097,1
