,CLG,"NF{'lr': 0.01, 'weight_decay': 0, 'bins': 2, 'hidden_u': 27, 'layers': 1, 'n_flows': 1}"
mean_logl,-666.0645593634166,15.08849695237792
std_logl,40.08319053542573,1.134261210550978
mean_brier,0.2853405186221124,0.19063914396967113
std_brier,0.010381097461214045,8.343225861118242e-05
auc_mean,0.5874553617668477,0.8015765800509953
auc_std,0.012106512184195228,0.002426040551333941
time_mean,3.498134970664978,20.23854660987854
time_std,0.0028284788131713867,1.6804912090301514
