,GT_RD,GT_SD,CLG,NF
Logl_mean,-14.615313009170013,-15.479041734797155,-15.894604836414333,-15.876070802917159
Logl_std,0.10644039529595961,0.0,0.0029789953428878135,0.023044454081098564
Brier_mean,0.19340393326715088,0.22512793957483493,0.2440061928714174,0.25382290272186525
Brier_std,0.003439305952184335,0.0,0.0020589116786236678,0.005918212193158676
AUC_mean,0.786081170093623,0.6764649122807017,0.6106655480091243,0.6025730369067734
AUC_std,0.0071924892146769115,0.0,0.007137182284509436,0.014177557111831829
Time_mean,12.185538172721863,0.0,3.889014720916748,10.921711683273315
Time_std,1.5199753046035767,0.0,0.09249639511108398,0.7121236324310303
params,"{'lr': 0.00015796493776417485, 'weight_decay': 0.000969809067746749, 'split_dim': 3, 'hidden_u': 3, 'layers': 1, 'n_flows': 4}","{'lr': 0.00015796493776417485, 'weight_decay': 0.000969809067746749, 'split_dim': 3, 'hidden_u': 3, 'layers': 1, 'n_flows': 4}",BIC,"{'lr': 0.00015796493776417485, 'weight_decay': 0.000969809067746749, 'split_dim': 3, 'hidden_u': 3, 'layers': 1, 'n_flows': 4}"
