,CLG,"NF{'lr': 0.01, 'weight_decay': 0, 'bins': 2, 'hidden_u': 34, 'layers': 1, 'n_flows': 1}","NF{'lr': 0.01, 'weight_decay': 0, 'bins': 2, 'hidden_u': 34, 'layers': 1, 'n_flows': 4}"
mean_logl,-65.64052116711792,-12.816018705628519,-12.327562339383125
std_logl,16.233664890092705,0.4410467956534987,0.19663187726801734
mean_brier,0.172249662837765,0.15518834083083854,0.14718861111889092
std_brier,0.00752247082819589,0.0032516206047762397,0.0017703024670427114
auc_mean,0.8211769692822352,0.8883952353649109,0.8965758793273964
auc_std,0.006487327865112635,0.0043062480473833875,0.0014532613875981037
time_mean,3.653486490249634,34.35013258457184,138.48133766651154
time_std,0.003108501434326172,1.9053586721420288,1.3510159254074097
