,GT_RD,GT_SD,CLG,NF
Logl_mean,-5.925418327251177,-6.303684377554525,-7.101965117717847,-6.567351680977279
Logl_std,0.15375491282321505,0.0,0.0650952475499793,0.10127175885265381
Brier_mean,0.14305115483582775,0.14255315736687219,0.18717228412816797,0.15861136224826888
Brier_std,0.0017967141573244172,0.0,0.011706701912284751,0.011358019070088444
AUC_mean,0.8763417186914878,0.8759723714712461,0.8106887671161932,0.8481386744798097
AUC_std,0.004494939296336762,0.0,0.016900529294839747,0.018212791688350435
Time_mean,6.586614608764648,0.0,4.522253354390462,2.8999479611714682
Time_std,0.0882424245537539,0.0,0.007265157135559546,0.15338238558220238
params,"{'lr': 0.0015335192657991573, 'weight_decay': 0.0008442657485810176, 'split_dim': 2, 'hidden_u': 9, 'layers': 2, 'n_flows': 3}","{'lr': 0.0015335192657991573, 'weight_decay': 0.0008442657485810176, 'split_dim': 2, 'hidden_u': 9, 'layers': 2, 'n_flows': 3}",BIC,"{'lr': 0.002762264801799497, 'weight_decay': 0.0005820197920751072, 'split_dim': 1, 'hidden_u': 8, 'layers': 1, 'n_flows': 3}"
