,CLG_RD,GT_RD,GT_SD,CLG,NF
Logl_mean,-19.4399807959003,-16.81866889350956,-20.838417663525526,-21.948577628076123,-21.371931563085365
Logl_std,0.020343426511725937,0.07650756496741096,0.0,0.09085165461623923,0.030079659858106567
Brier_mean,0.14541152281365358,0.13690837582319115,0.19681676127376482,0.21962954882029587,0.22279413242377072
Brier_std,0.0015780947551644053,0.002376725494672202,0.0,0.0012317993124166815,0.0012164643419315807
AUC_mean,0.877990455590774,0.8874864296866987,0.7653099439775911,0.7039194466347768,0.7024452344597492
AUC_std,0.0037997769319285113,0.0036472318656052827,0.0,0.0033608952233891154,0.00608763961984593
Time_mean,5.007206559181213,14.424290418624878,0.0,5.509517192840576,12.632108569145203
Time_std,0.1751648187637329,0.006083250045776367,0.0,0.18709039688110352,0.17849385738372803
params,BIC,"{'lr': 0.00019085412933888727, 'weight_decay': 0.0008700872583584366, 'split_dim': 4, 'hidden_u': 8, 'layers': 2, 'n_flows': 4}","{'lr': 0.00019085412933888727, 'weight_decay': 0.0008700872583584366, 'split_dim': 4, 'hidden_u': 8, 'layers': 2, 'n_flows': 4}",BIC,"{'lr': 0.00019085412933888727, 'weight_decay': 0.0008700872583584366, 'split_dim': 4, 'hidden_u': 8, 'layers': 2, 'n_flows': 4}"
