,CLG,"NF{'lr': 0.01, 'weight_decay': 0, 'bins': 2, 'hidden_u': 12, 'layers': 1, 'n_flows': 1}","NF{'lr': 0.01, 'weight_decay': 0, 'bins': 2, 'hidden_u': 12, 'layers': 1, 'n_flows': 4}"
mean_logl,-7.054692214660415,-6.731873645634003,-6.226265292443255
std_logl,0.020027686822999602,0.07003662254879872,0.300004304732163
mean_brier,0.16642047955973435,0.17367912207830571,0.1784048063890746
std_brier,0.011113967028563959,0.005240695373621401,0.00032912455669281693
auc_mean,0.8417256972289049,0.8387097287458154,0.8407773895444304
auc_std,0.00916564834968997,0.00552118735759477,0.0023858848538078625
time_mean,3.524099111557007,10.646593809127808,54.64994561672211
time_std,0.037400245666503906,0.8816068172454834,7.522060036659241
