,face_baseline,face_kde,face_eps,bayesace_nf_v0,bayesace_clg_v0
0,[-0.8225721   0.79400307],[-1.2616525 -0.1730992],[-1.2616525 -0.1730992],[-0.62197659  1.05669296],[-0.751822   0.6553306]
