,face_baseline,face_kde,face_eps,bayesace_nf_v0,bayesace_clg_v0
0,,[ 1.132145 -1.012624],[ 1.132145 -1.012624],[ 0.17517187 -0.91202614],[ 0.67392856 -0.81416785]
