,face_baseline,face_kde,face_eps,bayesace_nf_v0,bayesace_clg_v0
0,[-0.6963035  -0.45684236],[-0.6963035  -0.45684236],[-0.8225721   0.79400307],[-0.66308816 -0.49920674],[-0.83036505 -0.32500198]
