,face_baseline,face_kde,face_eps,bayesace_nf_v0,bayesace_clg_v0
0,[-0.8225721   0.79400307],[-1.2616525 -0.1730992],[-1.2616525 -0.1730992],[-0.65938961  1.1119035 ],[-0.68034826  0.60898943]
