,"{'eta_crossover': 10, 'eta_mutation': 60, 'selection_type': 'tourn'}","{'eta_crossover': 10, 'eta_mutation': 60, 'selection_type': 'ran'}","{'eta_crossover': 10, 'eta_mutation': 70, 'selection_type': 'tourn'}","{'eta_crossover': 10, 'eta_mutation': 70, 'selection_type': 'ran'}","{'eta_crossover': 10, 'eta_mutation': 80, 'selection_type': 'tourn'}","{'eta_crossover': 10, 'eta_mutation': 80, 'selection_type': 'ran'}","{'eta_crossover': 10, 'eta_mutation': 90, 'selection_type': 'tourn'}","{'eta_crossover': 10, 'eta_mutation': 90, 'selection_type': 'ran'}","{'eta_crossover': 15, 'eta_mutation': 60, 'selection_type': 'tourn'}","{'eta_crossover': 15, 'eta_mutation': 60, 'selection_type': 'ran'}","{'eta_crossover': 15, 'eta_mutation': 70, 'selection_type': 'tourn'}","{'eta_crossover': 15, 'eta_mutation': 70, 'selection_type': 'ran'}","{'eta_crossover': 15, 'eta_mutation': 80, 'selection_type': 'tourn'}","{'eta_crossover': 15, 'eta_mutation': 80, 'selection_type': 'ran'}","{'eta_crossover': 15, 'eta_mutation': 90, 'selection_type': 'tourn'}","{'eta_crossover': 15, 'eta_mutation': 90, 'selection_type': 'ran'}","{'eta_crossover': 20, 'eta_mutation': 60, 'selection_type': 'tourn'}","{'eta_crossover': 20, 'eta_mutation': 60, 'selection_type': 'ran'}","{'eta_crossover': 20, 'eta_mutation': 70, 'selection_type': 'tourn'}","{'eta_crossover': 20, 'eta_mutation': 70, 'selection_type': 'ran'}","{'eta_crossover': 20, 'eta_mutation': 80, 'selection_type': 'tourn'}","{'eta_crossover': 20, 'eta_mutation': 80, 'selection_type': 'ran'}","{'eta_crossover': 20, 'eta_mutation': 90, 'selection_type': 'tourn'}","{'eta_crossover': 20, 'eta_mutation': 90, 'selection_type': 'ran'}"
0,63.334829698471175,63.30425001431232,63.33228088153949,63.33554107567506,63.33522717347961,63.30204587371543,63.494552795908554,63.32252667121109,63.318775374311315,63.34665316249027,63.37674253160961,63.324541607599585,63.335597716018164,63.34152294850269,63.33098075050424,63.31583922193254,63.35603256439372,63.3093136579124,63.49671153427833,63.304145830413766,63.37228561496503,63.337168674411416,63.37107575010291,63.31761683483492
1,62.68116624398291,62.594594404483395,62.653878068120605,62.689146707241036,62.72499816014973,62.641726900422356,62.97259643188131,62.79795005291086,62.782213695445975,62.75780681079346,62.790895141238835,62.58686083934407,62.61092377793227,62.65752299660045,62.68666741255045,62.67005070951946,62.605044994802746,62.710764685889266,62.99757559416463,62.63774711364265,62.705459162334854,62.819391454400005,62.60819932758054,62.60534555455779
2,63.20526045751111,62.624423334133766,62.6696358068604,62.838277016235956,62.682844228304276,62.812150727905674,62.92997824488691,62.54621119355716,63.06158461343125,62.81539874527843,62.714426546587724,62.61810993166703,62.6930762174449,62.72350147762201,63.48928009822497,63.1552813365588,62.55719916828349,63.3017613321742,62.795139054302794,63.03950121459172,62.49839362211539,62.96603378225653,63.03075400710038,62.840546125782446
3,63.57981783738373,63.524630609129446,63.663794572279365,63.10121222345925,63.034762932269324,62.90169827463641,62.75471722882938,63.30751140327857,63.194973563933885,63.53809194818694,63.34342404598856,63.13944852267194,63.30823862557605,63.16999040632261,63.39696733789926,63.24079450847544,63.19460262087136,63.045873992508504,63.383210627510806,63.6883138712664,62.991366818666584,63.179566176022014,63.219292143819,63.34129719039421
4,31.40305997647147,31.42777122612796,31.424414913875992,31.370466607852116,31.467213362225955,31.370995143508786,31.38535849242871,31.385422953319832,31.529430052208234,31.4341113539555,31.39877778040627,31.41338513939098,31.539348485068075,31.36224521848574,31.49639343920839,31.375027675732653,31.518150697550467,31.376683733084477,31.45900734609981,31.400741775745452,31.389309187845935,31.3967763129028,31.37728465698106,31.398972959147287
5,31.303407413166564,31.08596990791822,31.15237993934601,31.136618681369505,31.088433328809476,30.95939462890052,30.933681574180724,31.05114802050764,31.187148416613557,30.973772985213536,31.167539262006315,31.098324117250556,31.146354115465854,30.97534827686304,31.082686266177245,30.95273205995507,31.15260447607859,30.98709998494023,31.08423475110313,30.961980807947484,30.96834881685679,30.962546373991547,30.954163512254155,30.99773960504752
6,31.504771067713236,30.915151878857095,31.24807041970349,31.224165884863407,31.636297604886142,31.17471151447549,31.637790990773276,31.044291497291805,31.73193755929958,31.145250557637354,31.339123183272246,30.95405184023369,31.799988332758094,30.987248921500438,31.4698300598206,30.943811784612016,31.162258567563246,31.359535782999814,31.28843060158384,31.329865296450375,31.74131935016912,31.132542410489513,31.41434196188171,31.315726513940312
7,31.89313022512092,31.360669282660062,31.920915529486525,31.478280105632997,31.66648219562377,31.772862988117787,32.07343458247198,31.71697105004911,31.795243535864056,32.062773517767624,32.25877838178784,31.89353251846483,31.941109574725445,31.535081976084797,32.05914919999393,31.52873105403962,31.962809161184165,31.24241002201696,31.874998348750545,31.348775477685574,31.532076440051345,31.904716789398762,31.686039230514194,31.400427127871854
8,14.548059470000906,14.549965367717032,14.699003029519721,14.584992673936712,14.559325650015442,14.508674386297447,14.652883110216157,14.649241960602016,14.694986968137835,14.577365453246891,14.559752999799802,14.695135898434396,14.670909416462532,14.557234303144952,14.6742161676477,14.510001972795944,14.565730162847345,14.696693626805354,14.56277589128168,14.52866631409025,14.588726883029965,14.542310531435849,14.699797618493678,14.675130636511415
9,15.326296219699929,14.908535363896023,14.827115041185015,14.686243123195773,14.879592554924733,15.023996156231686,15.182443269695652,14.697825778162116,14.701181143237863,14.760829602225146,15.38479534459292,15.114213578961541,14.890881616968242,14.825372258357078,14.759095410001823,14.671993740330075,15.081503925680503,14.714487430823313,14.927433358572165,14.804551010867364,15.031722399481026,14.790628718669543,14.548174805144601,15.147320467941793
