,"{'eta_crossover': 10, 'eta_mutation': 60, 'selection_type': 'tourn'}","{'eta_crossover': 10, 'eta_mutation': 60, 'selection_type': 'ran'}","{'eta_crossover': 10, 'eta_mutation': 70, 'selection_type': 'tourn'}","{'eta_crossover': 10, 'eta_mutation': 70, 'selection_type': 'ran'}","{'eta_crossover': 10, 'eta_mutation': 80, 'selection_type': 'tourn'}","{'eta_crossover': 10, 'eta_mutation': 80, 'selection_type': 'ran'}","{'eta_crossover': 10, 'eta_mutation': 90, 'selection_type': 'tourn'}","{'eta_crossover': 10, 'eta_mutation': 90, 'selection_type': 'ran'}","{'eta_crossover': 15, 'eta_mutation': 60, 'selection_type': 'tourn'}","{'eta_crossover': 15, 'eta_mutation': 60, 'selection_type': 'ran'}","{'eta_crossover': 15, 'eta_mutation': 70, 'selection_type': 'tourn'}","{'eta_crossover': 15, 'eta_mutation': 70, 'selection_type': 'ran'}","{'eta_crossover': 15, 'eta_mutation': 80, 'selection_type': 'tourn'}","{'eta_crossover': 15, 'eta_mutation': 80, 'selection_type': 'ran'}","{'eta_crossover': 15, 'eta_mutation': 90, 'selection_type': 'tourn'}","{'eta_crossover': 15, 'eta_mutation': 90, 'selection_type': 'ran'}","{'eta_crossover': 20, 'eta_mutation': 60, 'selection_type': 'tourn'}","{'eta_crossover': 20, 'eta_mutation': 60, 'selection_type': 'ran'}","{'eta_crossover': 20, 'eta_mutation': 70, 'selection_type': 'tourn'}","{'eta_crossover': 20, 'eta_mutation': 70, 'selection_type': 'ran'}","{'eta_crossover': 20, 'eta_mutation': 80, 'selection_type': 'tourn'}","{'eta_crossover': 20, 'eta_mutation': 80, 'selection_type': 'ran'}","{'eta_crossover': 20, 'eta_mutation': 90, 'selection_type': 'tourn'}","{'eta_crossover': 20, 'eta_mutation': 90, 'selection_type': 'ran'}"
0,1.635553143074388,1.6334406708219997,1.6330368106384066,1.6322158097125807,1.6513442360368125,1.630644367117663,1.6392294203840934,1.6404394195487764,1.6428214362358893,1.6347368239682902,1.6405770418694519,1.629569270177483,1.6344149183500367,1.6420253405179315,1.6355973521859548,1.6402557707352177,1.6463110878635627,1.6326933339473921,1.6325320550838014,1.6385943276662116,1.6401583818558174,1.6368817776707825,1.6390141905672788,1.6294402883432997
1,1.7173509641847347,1.6439235383874402,1.7761357134018485,1.7350593877066627,1.6995450202554239,1.6910591268206525,1.753414745892369,1.693252053992531,1.8528170006924614,1.661119692179998,1.699362061025763,1.6556693731883332,1.7043304882487713,1.7346063575857185,1.6503210350469273,1.7185718852279877,2.0941616632397606,1.711658316104738,1.6976467382659568,1.7634091499864957,1.687882548050007,1.6957615075769534,1.702071017902642,1.6822344720760694
2,2.854785995180217,2.1951213888041026,2.043659964625224,2.156694481560632,1.7873743875089025,3.250339710734733,2.637436227563082,1.929289482952071,2.143816314192015,2.095305329153191,1.90459317525798,2.8285883692601246,2.3343515161290473,1.977271749168227,2.470645010853799,2.198538823397009,2.251002358351609,2.0813134469382533,2.3287727526332858,2.1203445620240045,2.467092670306683,1.9892889105822142,2.0618443944612057,2.3536159729386674
3,2.7466278762352,3.2434835922801506,3.277018717339208,3.4211615282752326,3.551288503012004,5.317299750084408,3.351444885077463,3.020546917848361,3.515221925134656,2.9326260670979636,3.5597498294136085,2.60626577492327,3.5163249437803743,3.1174987322958603,2.7442162711381446,3.1477689968765565,2.4289095412129096,5.317299750084408,3.035499270717854,2.97818227011434,3.5603826017978886,2.9543704205337433,2.928611099135877,3.2630888238850586
4,1.1692693112503985,1.1750147559476076,1.1836880093697089,1.1728723862938046,1.1884725558883003,1.1694834744872356,1.1720275862232359,1.1690803943664023,1.180361394186706,1.1838305619987703,1.1741448222567334,1.1869554422262922,1.17133248449359,1.1713201096411636,1.1691806664992268,1.17088675000635,1.1760081678417111,1.171759214080411,1.1806452938472685,1.1780241756641507,1.170953794382789,1.1707891987051948,1.2050520791062598,1.1704161732766862
5,1.3004296219247338,1.2503787507821438,1.2125083744797933,1.198991413960884,1.236296070777559,1.183389961775838,1.239598885855752,1.2012673692269045,1.265245941847365,1.206552885658889,1.2117235241955266,1.1906928245124238,1.2495575098425349,1.2082653169438817,1.2240265831807815,1.1912294225666733,1.310605300103894,1.1842588608104865,1.2200871242165834,1.2253088600936284,1.251621579933419,1.2232628244551893,1.3434003800419532,1.2130480134652302
6,1.5727912957074806,1.3009517448881025,1.2670169595644298,1.388069115109669,1.3070478698792087,1.509163819799977,1.4149606610028338,1.3646844358025052,1.5658528610174205,1.4923246931357936,1.5374774216379614,1.4976773186992212,1.346609467770608,1.2948819911409524,1.342230527289461,1.3615838813442316,1.4070060460364988,1.2926009799610323,1.4937266158113813,1.3829760778050515,1.5422127663289265,1.3162217382488564,1.3503579602525178,1.567725299588249
7,2.237894299767415,2.1501855588268293,1.935283571265872,1.6007259228874047,2.1806106415187423,1.9431792008804203,1.8746221839721342,2.1532581875108945,1.9509822693582823,1.9144196720370608,1.7902759238556447,2.1790503779943804,2.061342713907626,1.735733905152098,1.4914503630491989,1.631157846266423,1.851616495472066,1.914442805050945,2.04618948065935,2.1237979841056642,1.923893481590997,1.808850563685693,1.4573749300325014,1.8172658063195917
8,4.1623853709569385,4.126652766487676,4.1526352236502575,4.116943490973791,4.165390721171277,4.150667887678961,4.15287422008964,4.168454655656684,4.157243081315017,4.148887525600615,4.149877264780992,4.070028732917028,4.104032681698723,4.169887698548045,4.1594329716575675,4.073784754322417,4.170466029699714,4.159458569667696,4.155802301750688,4.16729029680458,4.175245605161203,4.146942922937385,4.157217798867629,4.166904620691817
9,4.155108394622544,4.104867968373641,4.023263703200451,4.099865618483264,4.103416349744633,4.1168853479202525,4.109884593066835,4.149844813590875,4.104967911320381,4.129115031975506,4.098750623814673,4.110648153362248,4.134790306692421,4.124052961379541,4.099548385759195,4.098269408157016,4.121296802213607,4.032515951610246,4.101497061048203,4.121091069624123,4.147640565449292,4.105407414931439,4.111844990581103,4.023519333428238
