,"{'eta_crossover': 10, 'eta_mutation': 60, 'selection_type': 'tourn'}","{'eta_crossover': 10, 'eta_mutation': 60, 'selection_type': 'ran'}","{'eta_crossover': 10, 'eta_mutation': 70, 'selection_type': 'tourn'}","{'eta_crossover': 10, 'eta_mutation': 70, 'selection_type': 'ran'}","{'eta_crossover': 10, 'eta_mutation': 80, 'selection_type': 'tourn'}","{'eta_crossover': 10, 'eta_mutation': 80, 'selection_type': 'ran'}","{'eta_crossover': 10, 'eta_mutation': 90, 'selection_type': 'tourn'}","{'eta_crossover': 10, 'eta_mutation': 90, 'selection_type': 'ran'}","{'eta_crossover': 15, 'eta_mutation': 60, 'selection_type': 'tourn'}","{'eta_crossover': 15, 'eta_mutation': 60, 'selection_type': 'ran'}","{'eta_crossover': 15, 'eta_mutation': 70, 'selection_type': 'tourn'}","{'eta_crossover': 15, 'eta_mutation': 70, 'selection_type': 'ran'}","{'eta_crossover': 15, 'eta_mutation': 80, 'selection_type': 'tourn'}","{'eta_crossover': 15, 'eta_mutation': 80, 'selection_type': 'ran'}","{'eta_crossover': 15, 'eta_mutation': 90, 'selection_type': 'tourn'}","{'eta_crossover': 15, 'eta_mutation': 90, 'selection_type': 'ran'}","{'eta_crossover': 20, 'eta_mutation': 60, 'selection_type': 'tourn'}","{'eta_crossover': 20, 'eta_mutation': 60, 'selection_type': 'ran'}","{'eta_crossover': 20, 'eta_mutation': 70, 'selection_type': 'tourn'}","{'eta_crossover': 20, 'eta_mutation': 70, 'selection_type': 'ran'}","{'eta_crossover': 20, 'eta_mutation': 80, 'selection_type': 'tourn'}","{'eta_crossover': 20, 'eta_mutation': 80, 'selection_type': 'ran'}","{'eta_crossover': 20, 'eta_mutation': 90, 'selection_type': 'tourn'}","{'eta_crossover': 20, 'eta_mutation': 90, 'selection_type': 'ran'}"
10,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
11,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
12,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
13,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
14,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
15,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
16,26629.614363740246,26613.20653217467,26617.672031549886,26614.417955891684,26614.485210424038,26615.85410362682,26622.53473172213,26617.161201394825,26618.65238694837,26616.219089861224,26615.259680667103,26615.999480992177,26630.789877188716,26616.041427746655,26619.288003044046,26614.731206188455,26614.579209334817,26613.668002156304,26616.74755840315,26615.478244799342,26617.817223022907,26613.90487270425,26626.820614943506,26617.345598531167
17,26136.085169563416,26132.454346614515,26148.281669534823,26129.90122928991,26134.418312375103,26124.78617161657,26132.740619011238,26128.159405564522,26132.08052708566,26137.288679840916,26124.602295152654,26133.002773931647,26129.402331744954,26124.11346084553,26128.05509632845,26124.90772208038,26136.40050094094,26126.051214736202,26123.270073097985,26129.596185937087,26124.458496259133,26130.592188125298,26130.62721191163,26124.846061567063
18,26116.282169723105,26104.293858100187,26104.90471713277,26102.51094461534,26092.088103935086,26093.99090628243,26106.45732659989,26120.93278337587,26099.71551411874,26107.348806979728,26105.39619826223,26102.964293984805,26101.24564019407,26109.142901779294,26106.382236822752,26091.029400824926,26125.559943776476,26111.515801674424,26101.974379056104,26107.29543899875,26118.823203961594,26101.314584840904,26108.24155019952,26106.485917607595
19,26108.993491431058,26086.818793455903,26095.227862453015,26102.070737796726,26082.66229371402,26082.41231833866,26083.35489931552,26089.581791129254,26098.419800945605,26075.743281067495,26084.668553547195,26094.506208620733,26102.410558847067,26106.09242230563,26135.95704813889,26085.55373595566,26097.651781820903,26109.15624609804,26114.897073531036,26078.40554086684,26103.26352545131,26114.916964513,26111.16346344444,26098.564944741203
20,19005.7071712281,19000.803674337,19000.92657808413,18999.679105126135,18999.792142480434,18998.418569297486,inf,19000.574038523773,19001.858714146612,18997.876568657208,19001.80949427674,19002.315580768358,19007.920971612697,19002.20995163247,19005.662124962062,18997.58095576643,19005.636941374585,18998.129709208588,19001.351349588174,19004.39079485816,19000.03976246953,19000.005330352073,19004.75051244636,18999.593171339195
21,18695.39156335752,18694.38813853778,18693.105225839397,18689.726989973005,18696.383757818236,18694.862182229972,18690.68699506463,18691.434349961106,18703.861171319804,18692.249579480784,18696.5341908688,18691.755817480906,18692.47010489253,18691.52675184147,18695.205672241565,18694.03983629274,18703.370476841694,18691.556123441285,18697.507203945355,18693.04627440427,18707.679492131716,18692.28529996897,18692.040973857645,18699.18198571601
22,18676.979183658073,18668.55104073185,18688.619964061952,18667.042889101485,18653.621253574693,18666.813743380837,18691.126986621795,18681.417483112877,18657.186829640184,18661.219738899785,18651.798997798076,18674.28454956614,18677.86941020935,18703.12685341934,18644.066115173784,18669.09888662128,18645.499053164534,18663.59178380245,18655.28533959351,18663.43288967678,18679.431704879702,18671.127034400237,18672.876562420333,18667.716084692445
23,18664.87717516502,18671.020294648548,18637.349468322886,18649.35589940594,18659.6480776105,18633.861456072264,18698.118297141835,18648.74464667066,18652.697629998773,18671.58296376818,18667.89541160512,18663.655135680365,18640.60831057295,18651.156625210842,18637.23224569219,18653.014698642142,18638.10152737913,18646.903999070826,18646.333966146394,18665.708423460834,18633.32541258062,18677.921057613778,18654.950219094448,18656.918455101066
24,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
25,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
26,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
27,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
28,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
29,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
30,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
31,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
32,1524437978.3038476,1523887125.2487576,1524331658.045961,1524011812.6539612,1523984595.6794806,1525206845.6426244,1524134030.4545097,1523815939.4335787,1524206944.3556867,1524314648.2734966,1524765843.075573,1524017888.1908147,1524155149.47188,1524184522.4483817,1524202139.5108259,1524158547.5156121,1525737765.836537,1524757919.685247,1523930384.897375,1524641728.8891094,1524155522.427187,1524164169.351336,1524170039.7332928,1524048324.9520943
33,1426617617.9373877,1426663696.0659776,1426445132.7828808,1426633553.051146,1426563500.6013153,1426618631.140427,1426538301.3987136,1426581369.7066872,1426640171.9252274,1426735407.627843,1426527787.0805821,1426530491.1356924,1426501707.14358,1426511876.0778797,1426597506.2329214,1426570017.6034992,1426635312.2564342,1426475918.3789115,1426555907.9838707,1426620830.2284563,1426557665.7555983,1426677012.5793464,1426562336.0555964,1426568930.6271691
34,1424289435.3999722,1424431705.9107277,1424712261.9277973,1424596248.8849113,1424181486.2729802,1425959927.2587223,1424037565.8146913,1424198388.931616,1423918972.0813498,1423875825.6428568,1426180120.0568671,1424136173.7668593,1424892626.2994022,1424204484.872049,1424257859.4142537,1424606641.365108,1424132918.1760957,1424219439.9215043,1424150533.4606073,1424154650.1360266,1424556040.201682,1423829789.387984,1424389654.3202603,1424255120.551553
35,1423623846.7667568,1423515664.7355256,1423340056.0332322,1423369141.4862618,1423094288.0387754,1423732291.3897457,1423172571.157174,1423245017.2638106,1423448756.4073167,1423472224.5276713,1423531309.492301,1423745956.2481446,1423159234.704225,1423313266.4980044,1423215663.1707437,1423687960.6766117,1423279833.7399013,1423517127.8698816,1423193936.9724634,1423279363.401095,1423218725.4350057,1423726038.381886,1423238521.5665276,1423869597.3250415
